entityid,codigo,nombreplantafisica,regional,distrito,provincia,municipio,distritomunicipal,seccionmunicipal,barrios,direccion,latitud,longitud,cantidadcentros,matriculamatutina,matriculavespertina,matriculanocturna,matriculacompleta,matriculasemipre
bdb4d7b7-28c6-4650-b49c-3405b94b8124,20011710,INDALINA PAYANO REYES - PALMAR DE LOS NIDOS,14-NAGUA,1405-SANCHEZ,SAMANA,LAS TERRENAS,LAS TERRENAS,EL COS�N,PALMAR DE LOS NIDOS,PALMAR D PALMAR DE LOS NIDOS,19.293299999999999,-69.575827000000004,1,22,,,,
e616dc1a-73c2-42a6-9938-17b0e37f424f,18025919,INGENIO AMISTAD,11-PUERTO PLATA,1103-IMBERT,PUERTO PLATA,IMBERT,IMBERT,P�REZ,INGENIO AMISTAD,INGENIO  INGENIO AMISTAD,19.741114023901446,-70.833942890167236,2,142,126,38,,
a0f2b0af-e550-401e-b039-4a2fc5906f2e,23010115,INGENIO ANGELINA,05-SAN PEDRO DE MACORIS,0502-SAN PEDRO DE MACORIS OESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,BOCA DEL SOCO,INGENIO ANGELINA,INGENIO  INGENIO ANGELINA,18.52567043746421,-69.320248961448669,2,271,219,115,,
fc55c164-ae6e-4c96-9cbe-ce839a78de14,25029810,INGENIO ARRIBA,08-SANTIAGO,0804-SANTIAGO NOROESTE,SANTIAGO,SANTIAGO,SANTIAGO,EL INGENIO ABAJO,EL INGENIO ARRIBA,AVE. JAN INGENIO ARRIBA,19.492073783596883,-70.742227435112,2,518,678,698,,
8061e536-09cc-4761-af84-db657d680307,21038715,INGENIO CAEI,04-SAN CRISTOBAL,0405-YAGUATE,SAN CRISTOBAL,YAGUATE,YAGUATE,NAJAYO EN MEDIO,INGENIO CAEI,INGENIO  INGENIO CAEI,18.319955810944364,-70.182050764560699,2,71,144,166,,
1ecce22a-924f-4600-a3d9-8105d5b131bc,23008515,INGENIO SANTA FE,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S (ZONA URBANA),INGENIO SANTA FE,EDUARDO  INGENIO SANTA FE,18.477138906297277,-69.274128377437592,2,671,634,269,,
c9a6a695-2900-441c-83a3-70c08c573253,23010417,INOCENCIA,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,BOCA DEL SOCO,BATEY LA INOCENCIA,INOCENCI INOCENCIA,18.493170076815318,-69.282990396022797,1,34,33,,,
09dbf75a-945d-4f65-94ba-7b23e27d794c,1089816,INSTITUTO DE SENORITAS SALOME URENA,15-SANTO DOMINGO,1503-SANTO DOMINGO SURCENTRAL,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),CIUDAD COLONIAL,PADRE BI INSTITUTO DE SE�ORITAS SALOME URE�A,18.471157995215346,-69.887485206127167,1,659,,,228,
31bdd7e9-1f86-438e-a4d1-df19f9af48df,1134516,INSTITUTO POLITECNICO CARDENAL SANCHA,15-SANTO DOMINGO,1502-SANTO DOMINGO CENTRO,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),VILLAS AGR�COLAS,MAXIMO G INSTITUTO POLITECNICO CARDENAL SANCHA,18.5031436485943,-69.91512805223465,1,,,,1161,
420ae734-f9d6-4ce6-8c5d-62930ed7b5f0,21061218,INSTITUTO POLITECNICO DE HAINA,04-SAN CRISTOBAL,0406-HAINA,SAN CRISTOBAL,BAJOS DE HAINA,BAJOS DE HAINA,BAJOS DE HAINA (ZONA URBANA),ZONA INDUSTRIAL,CARRT. S INSTITUTO POLITECNICO DE HAINA,18.398140999999999,-70.030737999999999,1,313,211,,,
8947ddd8-38ed-422d-a842-e1fabda23a2b,25001516,INSTITUTO POLITECNICO INDUSTRIAL DE SANTIAGO - IPI,08-SANTIAGO,0803-SANTIAGO SUR-ESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),PEK�N,AVE. DE  INSTITUTO POLITECNICO INDUSTRIAL DE SANTIAGO - IPI,19.427235507942111,-70.684377551078796,1,,,,717,
90053b69-c0fb-479c-a80d-2974705e5f15,25012985,INSTITUTO POLITECNICO INDUSTRIAL DON BOSCO,08-SANTIAGO,0803-SANTIAGO SUR-ESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),PEK�N,,19.419148506283751,-70.688725411891937,1,356,,,128,
c333823e-2b7d-4888-9c2a-1e021bf8d8ee,32023416,INSTITUTO POLITECNICO JUAN BOSCH PROF.,10-SANTO DOMINGO,1004-SANTO DOMINGO ORIENTAL,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),VILLA FARO,AV. EUGE INSTITUTO POLITECNICO JUAN BOSCH PROF.,18.492785977127326,-69.83183741569519,1,,,,802,
7cd75011-7b11-4c1d-a835-f36d2d0ed24f,21007127,INSTITUTO POLITECNICO LOYOLA,04-SAN CRISTOBAL,0403-SAN CRISTOBAL SUR,SAN CRISTOBAL,SAN CRIST�BAL,SAN CRIST�BAL,SAN CRIST�BAL (ZONA URBANA),CENTRO DE LA CIUDAD,P. ANGEL INSTITUTO POLITECNICO LOYOLA,18.411836226299499,-70.112793445587158,2,1025,933,,1318,
71c330ce-d9e9-4f16-90b3-3e2ef73d318c,27032312,INSTITUTO POLITECNICO NOROESTE,09-MAO,0901-MAO,VALVERDE,MAO,MAO,MAO (ZONA URBANA),VILLA OL�MPICA,INSTITUTO POLITECNICO NOROESTE,19.559294760277677,-71.091174781322479,1,433,,,,
feb66ba4-fc68-4135-9835-cb7b96a1004b,1044317,INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ,15-SANTO DOMINGO,1504-SANTO DOMINGO NOROESTE,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),LA FE,SAN CRIS INSTITUTO POLITECNICO VICTOR ESTRELLA LIZ,18.490155761422841,-69.925805926322937,2,323,875,,,
fca3c87e-f9e8-4c29-b45d-519ac0f0b37d,1259111,INSTITUTO PREPARATORIO DE NINAS SANTO DOMINGO,15-SANTO DOMINGO,1502-SANTO DOMINGO CENTRO,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),VILLA CONSUELO,C/ IDELF INSTITUTO PREPARATORIO DE NI�AS SANTO DOMINGO,18.483248,-69.898347999999999,1,13,,,,
1342f44a-fe02-4984-81ea-7a3220170771,1043929,INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,15-SANTO DOMINGO,1504-SANTO DOMINGO NOROESTE,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),LA FE,LOPE DE vega INSTITUTO TECNOLOGICO DE ARTES Y OFICIOS,18.488573542583623,-69.932028651237488,2,798,89,,,
01b2ae73-c8f1-4911-9888-02208e8bbbc7,1267112,INSTITUTO TECNOLOGICO FABIO AMABLE MOTA,10-SANTO DOMINGO,1003-SANTO DOMINGO NORESTE,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),LOS MINA SUR,PROLONGA FABIO AMABLE MOTA (POLITECNICO),18.506684241317167,-69.874693751335144,1,,,,611,
d9071265-3912-4741-800d-e9da34c09332,5000117,INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESI,13-MONTE CRISTI,1304-DAJABON,DAJABON,DAJAB�N,DAJAB�N,DAJAB�N (ZONA URBANA),LA CURVA,DUARTE # INSTITUTO TECNOLOGICO SAN IGNACIO DE LOYOLA (ITESI,19.547278893531423,-71.703453361988068,1,,,,509,
e2304c50-326f-42e0-bac3-2931332fa5d4,1184516,INTEGRAL CAYACOA,10-SANTO DOMINGO,1002-SABANA PERDIDA,SANTO DOMINGO,SANTO DOMINGO NORTE,SANTO DOMINGO NORTE,SANTO DOMINGO NORTE (ZONA URBANA),SABANA PERDIDA,C/ 15 #  INTEGRAL CAYACOA,18.548323945984301,-69.864053428173094,1,194,162,,,
f694ceb9-91ac-421d-83cc-3c8f2372ada9,4033316,IRENE ACOSTA PROF. - BATEY ALTAGRACIA,01-BARAHONA,0103-BARAHONA,BARAHONA,FUNDACI�N,FUNDACI�N,LA ALTAGRACIA,BATEY ALTAGRACIA,BATEY AL IRENE ACOSTA PROF. - BATEY ALTAGRACIA,18.283301006520698,-71.1796635389328,1,133,151,,,
d49f551b-835a-462d-972d-4d15d7ceeeb2,3002413,IRENE MEDINA FERRERAS - LOS DOS BRAZOS,18-BAHORUCO,1801-NEYBA,BAORUCO,NEIBA,NEIBA,APOLINAR PERDOMO,DOS BRAZOS,DOS BRAZ IRENE MEDINA FERRERAS - LOS DOS BRAZOS,18.548357003467157,-71.404733061790466,1,33,19,,,
307e95be-90e8-4469-8479-70ce0d42d451,30003515,ISABEL,05-SAN PEDRO DE MACORIS,0504-HATO MAYOR,HATO MAYOR,HATO MAYOR,HATO MAYOR,DON L�PEZ,BATEY ISABEL,BATEY IS ISABEL,18.699743796188606,-69.394159913063049,1,22,,,,
a4a7e7c1-f6c5-42b8-b4ce-02207906faf3,29025718,ISABEL DE LE�N PROF. - EL CERCADILLO,17-MONTE PLATA,1701-YAMASA,MONTE PLATA,YAMAS�,YAMAS�,PANTOA,EL CAIMITO,CERCADIL ISABEL DE LE�N PROF. - EL CERCADILLO,18.785650800371208,-70.016268789768219,1,170,139,,,
d62df7a5-f97c-4555-8302-1b37ad7d7f4f,25038415,ISABEL DIAZ DE MEJIA (MAMA BELICA),08-SANTIAGO,0806-SANTIAGO NORESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),BUENA VISTA,BUENA VI ISABEL DIAZ DE MEJIA (MAMA BELICA),19.49776530402762,-70.666589140892029,1,175,146,,,
daa293f7-b728-472e-b455-7d94b2c124ef,8009710,ISABELITA,12-HIGUEY,1203-EL SEIBO,EL SEIBO,EL SEIBO,PEDRO S�NCHEZ (D. M.),ISABELITA,ISABELITA,ISABELIT ISABELITA,18.860787954684167,-69.108209609985352,1,,,,99,
41a44596-b88a-4385-a88b-91264e385d73,9013821,ISABEL LA CATOLICA,06-LA VEGA,0606-MOCA,ESPAILLAT,CAYETANO GERMOS�N,CAYETANO GERMOS�N,CAYETANO GERMOS�N (ZONA URBANA),CAYETANO GERMOS�N,BOLVINA  ISABEL LA CATOLICA,19.341655315323024,-70.484247207641602,2,178,193,,,108
9102174f-349d-4eb7-bb96-70209144b5c5,18028518,ISABEL LUNA,11-PUERTO PLATA,1106-EL MAMEY,PUERTO PLATA,LOS HIDALGOS,LOS HIDALGOS,MARMOLEJOS,MARMOLEJOS,MARMOLEJ ISABEL LUNA,19.739793667636544,-71.004408001899719,2,222,85,,,
8b683346-f19a-435d-9bea-3f4728019c06,25056219,ISABEL MARIA TAVERAS - LOMA DE LOS PALOS,08-SANTIAGO,0801-SAN JOSE DE LAS MATAS,SANTIAGO,SAN JOS� DE LAS MATAS,LA CUESTA (D. M.),LOMA DE LOS PALOS,LOMA DE LOS PALOS,LOMA DE  ISABEL MARIA TAVERAS - LOMA DE LOS PALOS,19.384529468652694,-70.838974714279175,1,49,53,,,
eb2c0925-9589-44b6-9678-130f5cac075c,29038414,ISABEL MARTINEZ,17-MONTE PLATA,1701-YAMASA,MONTE PLATA,YAMAS�,YAMAS�,PANTOA,DAJAO,PARAJE D ISABEL MARTINEZ,18.795338000000001,-70.026527000000002,1,19,14,,,
a0a0001b-b6d2-4219-a6ca-82db9668fa7b,18048117,ISABEL REYNA ULLOA,11-PUERTO PLATA,1106-EL MAMEY,PUERTO PLATA,GUANANICO,GUANANICO,LA ALTAGRACIA,ARROYO VIEJITO,ARROYO V ISABEL REYNA ULLOA,19.733656266042569,-70.918110609054565,1,8,22,,,
920b0b8d-414a-42aa-bdc2-dcd1ab2e422c,25012215,ISAIAS FRANCO GUERRERO,08-SANTIAGO,0805-SANTIAGO CENTRO-OESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),MEJORAMIENTO SOCIAL,AVE. VIU ISAIAS FRANCO GUERRERO,19.463926767479116,-70.69926381111145,1,291,357,,,
ab0b40a6-a533-4e02-8e1d-ede98b956804,24029111,ISIDORA OTANEZ PEREZ - LOS POMOS,16-COTUI,1601-COTUI,SANCHEZ RAMIREZ,COTU�,COTU�,COTU� (ZONA URBANA),LOS POMOS,LOS POMO ISIDORA OTA�EZ PEREZ - LOS POMOS,19.044556106808301,-70.142265558242798,1,183,223,,,
4729b9a0-c957-4bad-8a71-8d3a68d0af39,19010510,ISIDRO ANTONIO ESTEVEZ,07-SAN FRANCISCO DE MACORIS,0701-TENARES,HERMANAS MIRABAL,TENARES,BLANCO (D. M.),BLANCO (ZONA URBANA),BLANCO ARRIBA,BLANCO A ISIDRO ANTONIO ESTEVEZ,19.514595963444815,-70.294993221759796,1,251,,,,
a9bda471-42ad-4289-b8e0-94981b6651ea,7001014,ISIDRO MARTINEZ,02-SAN JUAN DE LA MAGUANA,0201-COMENDADOR,ELIAS PI�A,COMENDADOR,GUAYABO  (D. M.),ISIDRO MART�NEZ,ISIDRO MART�NEZ,ISIDRO M ISIDRO MARTINEZ,18.8528076870702,-71.675579845905304,1,56,51,,,
7d8bd184-73b5-4507-bb64-6fc261ed3fad,1142314,ISIDRO PEREZ BELLO PROF. - O.D.C.,15-SANTO DOMINGO,1504-SANTO DOMINGO NOROESTE,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),NUEVO ARROYO HONDO,C/ ARABI ISIDRO PEREZ BELLO PROF. - O.D.C.,18.502344970286501,-69.9449622631073,1,418,325,,,
8ae377a6-ca80-4cff-9d6a-3552499baa0e,21031512,ISIDRO RODRIGUEZ,04-SAN CRISTOBAL,0404-VILLA  ALTAGRACIA,SAN CRISTOBAL,VILLA ALTAGRACIA,VILLA ALTAGRACIA,MAN� DE HAINA,MAN� DE MAIZAL,MANA DE  ISIDRO RODRIGUEZ,18.6236758193381,-70.199058651924105,1,71,40,,,
690e0c15-bc98-45cc-8fe5-0014d0c13a4d,18038618,ISLABON,11-PUERTO PLATA,1101-SOSUA,PUERTO PLATA,SOS�A,CABARETE (D. M.),LA GOLETA,ESLAB�N O ISLAB�N,ESLABON  ISLABON,19.70842000455605,-70.383768975734711,1,27,51,,,
3ab8e614-b71e-486a-be0b-528611588a30,31000110,ISLETA,03-AZUA,0303-SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN JOS� DE OCOA,EL PINAR (D. M.),LOS COROZOS,LA ISLETA,CARRETER ISLETA,18.514805453553738,-70.557436645030975,1,10,16,,,
3db6eb97-e194-4591-929f-5e13be1b15ca,25079719,ISMAEL DE LOS  SANTOS - BARRIO LINDO,08-SANTIAGO,0805-SANTIAGO CENTRO-OESTE,SANTIAGO,SANTIAGO,SANTIAGO,LA HERRADURA,LA HERRADURA ABAJO,HERRADUR ISMAEL DE LOS  SANTOS - BARRIO LINDO,19.451175427775851,-70.760664939880371,1,175,187,,,
ca86c250-4ad5-45c4-b0df-42f2bfaf3bad,4010115,ISMAEL MIRANDA,01-BARAHONA,0102-ENRIQUILLO,BARAHONA,ENRIQUILLO,ENRIQUILLO,ENRIQUILLO (ZONA URBANA),LUPER�N,VENEZUEL ISMAEL MIRANDA,17.89580856753339,-71.240101754665375,2,,,200,521,
6303e1f4-0a27-4476-b6c3-6362fe945731,13043411,ISOLINA MARIA CRUZ,06-LA VEGA,0603-JARABACOA,LA VEGA,JARABACOA,JARABACOA,PINAR QUEMADO,PALO BLANCO,PALO BLA ISOLINA MARIA CRUZ,19.09877434675381,-70.641427338123322,1,130,126,,,
7404a395-6e25-4a0c-a975-3378192e879b,18022310,ISRAEL BRITO BRUNO PROF.,11-PUERTO PLATA,1103-IMBERT,PUERTO PLATA,IMBERT,IMBERT,IMBERT (ZONA URBANA),CENTRO DEL PUEBLO,LUIS LOP ISRAEL BRITO BRUNO (PROFESOR),19.755909850687058,-70.827934741973877,3,577,379,18,,
a2d73dff-bf88-4c10-8d22-e94d8181e8ad,3004517,ISSAIAS MENDEZ MENDEZ - LA REGADERA,18-BAHORUCO,1801-NEYBA,BAORUCO,NEIBA,NEIBA,LAS PETACAS,REGADERA,REGADERA ISSAIAS MENDEZ MENDEZ - LA REGADERA,18.588017000000001,-71.463016999999994,1,13,3,,,
7c18287e-dff7-49df-8f83-544aee52503b,21020011,ITABO,04-SAN CRISTOBAL,0406-HAINA,SAN CRISTOBAL,BAJOS DE HAINA,BAJOS DE HAINA,HAINA,ITABO,CARRET.  ITABO,18.391040520445959,-70.043147206306458,1,188,166,,,
747fc864-ec71-4595-8edb-aafd9ec34e0a,20004511,ITALIA CUSTODIO - LOS NARANJOS,14-NAGUA,1404-SAMANA,SAMANA,SAMAN�,SAMAN�,LOS CACAOS,LOS NARANJOS,NARANJOS ITALIA CUSTODIO - LOS NARANJOS,19.185269221699009,-69.247842729091644,1,25,10,,,
b8118791-180f-4145-99a0-5d8a151798d2,1002615,IVAN GUZMAN KLANG,15-SANTO DOMINGO,1505-HERRERA,SANTO DOMINGO,SANTO DOMINGO OESTE,SANTO DOMINGO OESTE,SANTO DOMINGO OESTE (ZONA URBANA),ENGOMBE,PROL. ME IVAN GUZMAN KLANG,18.463688559477848,-69.996962249279022,2,902,491,433,,
2d43c703-9fca-4d35-9ced-4912adfc01de,9023616,IVAN GUZMAN KLANG,06-LA VEGA,0601-JOSE CONTRERAS,ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,LAS CAOBAS,VILLA IV�N GUZM�N (EL SALADILLO),IVAN GUZ IVAN GUZMAN KLANG,19.561781735737537,-70.473601520061493,1,14,31,,,
ff7697d7-7f20-4831-9a96-ea9afb5ec5b4,13015017,JABABA LA VEGA,06-LA VEGA,0606-MOCA,LA VEGA,LA VEGA,R�O VERDE ARRIBA (D. M.),MIRADOR,JABABA,JABABA D JABABA LA VEGA,19.324006910231105,-70.494415462017059,1,11,15,,,
e81cb10e-aa10-4c43-9455-c0d3d60c33b5,24014717,JABONICO,16-COTUI,1603-CEVICOS,SANCHEZ RAMIREZ,CEVICOS,CEVICOS,ABADESA,BATEY JABONICO,BATEY JA JABONICO,18.929170672525967,-69.943908154964447,1,41,43,,,
167dc276-ed0d-46c2-b777-1bdecb6b4270,1250318,JACAGUA,10-SANTO DOMINGO,1001-VILLA MELLA,SANTO DOMINGO,SANTO DOMINGO NORTE,SANTO DOMINGO NORTE,DUQUESA,LA JACAGUA,C/ 1RA.  JACAGUA,18.555619323006724,-69.955567717552185,1,212,232,,,
659c033c-91d8-47db-883b-7bff406acee8,25033816,JACAGUA ABAJO,08-SANTIAGO,0804-SANTIAGO NOROESTE,SANTIAGO,SANTIAGO,SAN FRANCISCO DE JACAGUA (D. M.),JACAGUA AL MEDIO,JACAGUA ABAJO,JACAGUA  JACAGUA ABAJO,19.505749782916439,-70.717969536781311,1,195,160,,,
8def97c7-9b37-42e0-bf48-caf62926c0e3,25034019,JACAGUA ADENTRO,08-SANTIAGO,0806-SANTIAGO NORESTE,SANTIAGO,SANTIAGO,SAN FRANCISCO DE JACAGUA (D. M.),JACAGUA ADENTRO,JACAGUA ADENTRO,JACAGUA  JACAGUA ADENTRO,19.541172043643261,-70.671100616455078,1,82,30,,,
63eb0a59-8056-4fee-882f-210c75e589ef,27021816,JACINTO DE LA CONCHA,09-MAO,0902-ESPERANZA,VALVERDE,LAGUNA SALADA,LAGUNA SALADA,LAGUNA SALADA (ZONA URBANA),LAS FLORES,JACINTO  JACINTO DE LA CONCHA,19.648149966016458,-71.099763214588165,2,309,296,111,,
281984d8-92ef-438d-b4e9-d829b7a69f82,3003710,JACINTO DE LA CONCHA - BATEY 3,18-BAHORUCO,1802-TAMAYO,BAORUCO,NEIBA,EL PALMAR  (D. M.),EL PALMAR,BATEY 3,BATEY 3  JACINTO DE LA CONCHA - BATEY 3,18.41097350004096,-71.257643401622772,1,170,132,,,
aa679af7-7f24-49f9-9fc5-5e430c68130b,3011112,JACINTO DE LA CONCHA - EL HIGO DE LA CRUZ,18-BAHORUCO,1803-VILLA JARAGUA,BAORUCO,LOS R�OS,LOS R�OS,HIGO DE LA CRUZ,LA ROSA,HIGO DE  JACINTO DE LA CONCHA - EL HIGO DE LA CRUZ,18.616040000000002,-71.609966,1,30,18,,,
67f9e655-8cb1-4ad3-80c5-e6370a9194c5,13023315,JACINTO MUNOZ - BONAGUA,06-LA VEGA,0604-LA VEGA OESTE,LA VEGA,LA VEGA,R�O VERDE ARRIBA (D. M.),BONAGUA,BONAGUA,BONAGUA  JACINTO MU�OZ - BONAGUA,19.353602908644319,-70.592222213745117,3,104,313,67,,
66a8364d-774c-49eb-a4c4-4c8b166f5b45,1119613,JACOBA CARPIO - VILLA FARO,10-SANTO DOMINGO,1004-SANTO DOMINGO ORIENTAL,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),VILLA FARO,TERESITA JACOBA CARPIO - VILLA FARO,18.499027999999999,-69.844840000000005,2,211,229,178,,
97438058-5515-4979-bc8f-8e61b531b194,14023514,JACOBO LOPEZ - LOS PALMARITOS,14-NAGUA,1403-RIO SAN JUAN,MARIA TRINIDAD SANCHEZ,R�O SAN JUAN,R�O SAN JUAN,LOS CACAOS,LOS PALMARITOS,PALMARIT JACOBO LOPEZ - LOS PALMARITOS,19.487451646407798,-70.094237923622131,1,54,35,,,
9654f17e-fbd9-4621-82dd-af5f75f2ae2a,29023218,JAGUA ABAJO,17-MONTE PLATA,1701-YAMASA,MONTE PLATA,YAMAS�,YAMAS�,SAN ANTONIO,JAGUA ABAJO,JAGUA AB JAGUA ABAJO,18.749530074360177,-70.041677355766296,1,57,25,,,
66bbf2e7-0ee9-4691-9a8d-5b64ca7eb5b9,25044817,JAGUA ARRIBA,08-SANTIAGO,0802-JANICO,SANTIAGO,J�NICO,J�NICO,JAGUA ABAJO,JAGUA ARRIBA,JAGUA AR JAGUA ARRIBA,19.240421309065944,-70.784445405006409,1,,12,,,
6feffe0b-6f69-42f2-b082-e9a02e538fab,9016917,JAGUA CLARA,06-LA VEGA,0607-GASPAR HERNANDEZ,ESPAILLAT,GASPAR HERN�NDEZ,JOBA ARRIBA (D. M.),JAGUA CLARA,JAGUA CLARA,JAGUA CL JAGUA CLARA,19.552738464331473,-70.216079950332642,1,30,7,,,
50668ac7-146d-4cb0-9891-79d7c7dad56c,19010812,JAGUA MACHO,07-SAN FRANCISCO DE MACORIS,0701-TENARES,HERMANAS MIRABAL,TENARES,BLANCO (D. M.),BLANCO ARRIBA,JAGUA MACHO,JAGUA MA JAGUA MACHO,19.519445999999999,-70.319671,1,11,8,,,
c76dbfef-c2b6-4947-bfd0-301f422d2e2a,11010818,JAGUA MOCHA,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,HIG�EY,HIG�EY,MATA CHALUPE,JAGUA MOCHA,JAGUA MO JAGUA MOCHA,18.537763024123247,-68.77054899930954,1,,8,,,
c84cef12-e3c3-42d1-ad32-b5c050d774a3,18036014,JAGUA MOCHA,11-PUERTO PLATA,1101-SOSUA,PUERTO PLATA,SOS�A,SOS�A,MADRE VIEJA,JAGUA MOCHA,JAGUA MO JAGUA MOCHA,19.670385137174847,-70.509722828865051,1,22,,,,
04ef5cc5-f894-46e7-a268-3321fd6cd62a,29023312,JAGUA MOCHA,17-MONTE PLATA,1701-YAMASA,MONTE PLATA,YAMAS�,YAMAS�,SAN ANTONIO,JAGUA MOCHA,JAGUA MO JAGUA MOCHA,18.754111940535068,-70.080993175506592,1,63,76,,,
f980b125-f8b9-4d46-ad07-1e810e13c046,27024717,JAIBON,09-MAO,0902-ESPERANZA,VALVERDE,LAGUNA SALADA,JAIB�N (D. M.),JAIB�N (ZONA URBANA),JAIB�N,DUARTE # JAIBON,19.661706639039185,-71.141729056835175,2,254,283,111,,
666b7e81-76ad-444d-bc3a-939acf6639dd,19008816,JAIME MOLINA MOTA,07-SAN FRANCISCO DE MACORIS,0702-SALCEDO,HERMANAS MIRABAL,SALCEDO,SALCEDO,PALMARITO,PALMARITO,PALMARIT JAIME MOLINA MOTA,19.367186823464547,-70.446052551269531,1,86,83,,,
8679a62e-5aed-4199-b3ac-27de20e7ceb3,19014614,JAIME MOLINA MOTA,07-SAN FRANCISCO DE MACORIS,0707-VILLA TAPIA,HERMANAS MIRABAL,VILLA TAPIA,VILLA TAPIA,VILLA TAPIA (ZONA URBANA),CENTRO DEL PUEBLO,CARRETER JAIME MOLINA MOTA,19.296506729588721,-70.411642491817474,4,288,414,210,,
2a63925e-5de3-40b2-9e43-b6b3d2b01bd6,25032019,JAIME RODRIGUEZ,08-SANTIAGO,0806-SANTIAGO NORESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),JARDINES DEL ESTE,PONTEZUE JAIME RODRIGUEZ,19.485777732668382,-70.654454827308655,1,222,153,,,
bc23d6bf-5696-4677-84ad-401b5abac182,20005016,JAIME SHEPHARD - MAJAGUALITO,14-NAGUA,1404-SAMANA,SAMANA,SAMAN�,SAMAN�,HONDURAS,MAJAGUALITO,MAJAGUAL JAIME SHEPHARD - MAJAGUALITO,19.224575368513388,-69.387001097202301,2,68,80,37,,
946d8c40-d4d7-4b0a-80d2-8ba443978c07,1174312,JAMAICA,15-SANTO DOMINGO,1501-LOS ALCARRIZOS,SANTO DOMINGO,SANTO DOMINGO OESTE,SANTO DOMINGO OESTE,MANOGUAYABO,LA CI�NAGA,AVE. 1RA JAMAICA,18.503441244335832,-70.018916130065918,2,470,514,426,,
92d7ee56-0148-4f92-83b9-ecf7b1a7d3c6,19003217,JAMAO AFUERA,07-SAN FRANCISCO DE MACORIS,0702-SALCEDO,HERMANAS MIRABAL,SALCEDO,JAMAO AFUERA (D. M.),MONTELLANO,JAMAO AFUERA � EL PUENTE,JAMAO AF JAMAO AFUERA,19.476661931981948,-70.418983697891235,1,21,46,,,
4d3fe04e-9449-4d84-ba1d-634e1fc31180,9048424,JAMAO AL NORTE,06-LA VEGA,0601-JOSE CONTRERAS,ESPAILLAT,JAMAO AL NORTE,JAMAO AL NORTE,JAMAO AL NORTE (ZONA URBANA),CENTRO DEL PUEBLO,,19.638525999999999,-70.446523999999997,2,,296,,,43
0cb8010b-6de8-40b2-aec1-fdc0b07c9d0a,13016512,JAMO ARRIBA,06-LA VEGA,0605-LA VEGA ESTE,LA VEGA,LA VEGA,LA VEGA,JAMO,JAMO ARRIBA,JAMO ARR JAMO ARRIBA,19.231696987240674,-70.451473295688629,1,37,57,,,
