entityid,codigo,nombreplantafisica,regional,distrito,provincia,municipio,distritomunicipal,seccionmunicipal,barrios,direccion,latitud,longitud,cantidadcentros,matriculamatutina,matriculavespertina,matriculanocturna,matriculacompleta,matriculasemipre
966da492-8379-48ed-8f55-e357c49fb501,11010714,BATEY ESTANTE ALTO,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,HIG�EY,HIG�EY,MATA CHALUPE,BATEY ESTANTE ALTO,BATEY ES BATEY ESTANTE ALTO,18.511783888760899,-68.780803084373474,1,38,27,,,
7fe2540e-09b4-48bf-bdd6-8028ee3ee6d7,23021314,BATEY EUKARDUNA,05-SAN PEDRO DE MACORIS,0506-CONSUELO,SAN PEDRO DE MACORIS,CONSUELO,CONSUELO,ALEJANDRO BASS,BATEY EUSKARDUNA,BATEY EU BATEY EUKARDUNA,18.567529264942014,-69.239082634449005,1,67,69,,,
939192c9-0ebe-4a15-8fac-00a5b9a17de1,29027416,BATEY FRIAS,17-MONTE PLATA,1702-MONTE PLATA,MONTE PLATA,MONTE PLATA,DON JUAN (D. M.),SABANA DE PAYABO,BATEY FR�AS,BATEY FR BATEY FRIAS,18.864235228843757,-69.975433936176273,1,10,8,,,
912f75e3-a613-4692-a78b-95feed2382ab,23012115,BATEY GAUTIER,05-SAN PEDRO DE MACORIS,0507-SAN JOSE DE LOS LLANOS,SAN PEDRO DE MACORIS,LOS LLANOS,GAUTIER (D. M.),GAUTIER (ZONA URBANA),GAUTIER,BATEY GA BATEY GAUTIER,18.485508269985424,-69.567588865756989,3,635,431,,,124
0b143887-865c-4a47-b88f-0bef361caed6,8002715,BATEY GUAIQUIA,12-HIGUEY,1203-EL SEIBO,EL SEIBO,EL SEIBO,EL SEIBO,ANAM�,BATEY GUAYQU�A,BATEY GU BATEY GUAIQUIA,18.76706697641912,-69.138306677341461,1,14,,,,
69b825f1-d145-4279-82c7-4ca445d948d7,11008312,BATEY GUAJABO,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,HIG�EY,HIG�EY,JINA JARAGUA,BATEY GUAYABO,BATEY GU BATEY GUAJABO,18.547881483674491,-68.679764270782471,1,65,77,,,
e9a6ed63-2b75-4a07-a8f0-85a0ca50af05,11015115,BATEY GUAZUMA,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,SAN RAFAEL DEL YUMA,LA PI�ITA,BATEY GU�ZUMA,BATEY GU BATEY GUAZUMA,18.497713071362966,-68.759275674819946,1,59,47,,,
540fec17-c27e-46dc-8b63-a8dce9a9865a,8004017,BATEY HIGO,12-HIGUEY,1203-EL SEIBO,EL SEIBO,EL SEIBO,EL SEIBO,CAMPI�A,BATEY EL HIGO,BATEY EL BATEY HIGO,18.680393330301452,-69.059835970401764,1,16,7,,,
522caf25-dfc4-476a-998c-3667356f87fa,12011811,BATEY HIGO CLARO,05-SAN PEDRO DE MACORIS,0503-LA ROMANA,LA ROMANA,GUAYMATE,GUAYMATE,SABANA,BATEY HIGO CLARO,BATEY HI BATEY HIGO CLARO,18.533175316992594,-68.895472884178162,1,35,20,,,
a2bc9f9d-ad10-4b26-9050-130c955a8c1a,12010316,BATEY HIGUERAL,05-SAN PEDRO DE MACORIS,0503-LA ROMANA,LA ROMANA,GUAYMATE,GUAYMATE,HIG�ERAL,BATEY HIG�ERAL,BATEY HI BATEY HIGUERAL,18.499969261832636,-69.010051488876343,1,154,163,,,
dcbc159d-215c-4d24-b8fa-81af84fdf57d,30002416,BATEY HOYON,05-SAN PEDRO DE MACORIS,0504-HATO MAYOR,HATO MAYOR,HATO MAYOR,HATO MAYOR,DON L�PEZ,BATEY HOY�N,BATEY HO BATEY HOYON,18.716462789093629,-69.410328269004822,1,17,6,,,
27f77372-cc2c-4192-8742-0ff81a9bccfe,27013612,BATEY I,09-MAO,0902-ESPERANZA,VALVERDE,ESPERANZA,ESPERANZA,ESPERANZA (ZONA URBANA),LOS PATITOS O MAR�A AUXILIADORA,CARRETER BATEY I,19.5948240322777,-70.987394750118256,1,164,157,,,
6bfd889a-6216-4438-a95f-153b86f20030,15007319,BATEY ISABEL,13-MONTE CRISTI,1301-MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,LAS AGUAS,BATEY ISABEL,BATEY IS BATEY ISABEL,19.759557476368698,-71.5883034467697,1,,29,,,
f6a94172-b9e3-42fa-853b-32aa02e0caac,30004916,BATEY JALONGA,05-SAN PEDRO DE MACORIS,0504-HATO MAYOR,HATO MAYOR,HATO MAYOR,GUAYABO DULCE (D. M.),JALONGA,JALONGA,BATEY JA BATEY JALONGA,18.649338024627685,-69.267256557941437,1,122,119,,,
81382a28-6a3c-40d8-bbc0-74d845a028e0,21035210,BATEY  KM. 59,04-SAN CRISTOBAL,0404-VILLA  ALTAGRACIA,SAN CRISTOBAL,VILLA ALTAGRACIA,SAN JOS� DEL PUERTO (D. M.),LOS MOGOTES,KIL�METRO 59,AUTOPIST BATEY  KM. 59,18.752565193633842,-70.236561298370361,1,115,80,,,
d0f1fbc8-d776-4f6c-b3f7-98a39f8592ae,30002614,BATEY LA ALTAGRACIA,05-SAN PEDRO DE MACORIS,0504-HATO MAYOR,HATO MAYOR,HATO MAYOR,HATO MAYOR,DON L�PEZ,BATEY ALTAGRACIA,BATEY AL BATEY LA ALTAGRACIA,18.652519796731426,-69.386985003948212,1,19,24,,,
8df978e3-21a7-4401-ae77-da0e41965dcc,27006111,BATEY LAGUNETA,09-MAO,0901-MAO,VALVERDE,MAO,AMINA (D. M.),AMINA,BATEY LAGUNETA,BATEY LA BATEY LAGUNETA,19.518168176381884,-71.007436215877533,1,10,,,,
3e3aee4b-722a-468d-a02a-a50ba1f6129e,11014516,BATEY LAS CEJAS,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,SAN RAFAEL DEL YUMA,GATO,BATEY LAS CEJAS,BATEY LA BATEY LAS CEJAS,18.479291067413932,-68.816465735435486,1,44,22,,,
f945281e-386e-4cca-95c2-c72e492571b2,27015716,BATEY LIBERTAD,09-MAO,0902-ESPERANZA,VALVERDE,ESPERANZA,MAIZAL (D. M.),DAMAJAGUA,BATEY LIBERTAD,CARRET.  BATEY LIBERTAD,19.622339361528013,-70.986740291118622,1,80,91,,,
ab37736b-5e3f-4d42-93da-d26e03dbd73b,23019016,BATEY LIMA,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,RAM�N SANTANA,RAM�N SANTANA,MAGAR�N,BATEY LIMA,BATEY LI BATEY LIMA,18.579057011933873,-69.095546901226044,1,47,41,,,
e8be09ce-8e78-4b7b-9ca4-0e71e4bd7fa6,11015313,BATEY LOS HIGOS,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,SAN RAFAEL DEL YUMA,LA PI�ITA,BATEY LOS HIGOS,BATEY LO BATEY LOS HIGOS,18.509025999999999,-68.652899000000005,1,34,18,,,
0a3b781a-664c-41f8-a9fc-7d60d01c15ce,11015417,BATEY LOS TOCONES,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,SAN RAFAEL DEL YUMA,LA PI�ITA,BATEY LOS TOCONES,BATEY LO BATEY LOS TOCONES,18.501721795133918,-68.557654023170471,1,88,67,,,
64962cc0-807f-4aaa-bb35-201621928835,15007020,BATEY MADRE,13-MONTE CRISTI,1301-MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,LAS AGUAS,BATEY MADRE,BATEY MA BATEY MADRE,19.758931453807357,-71.599330008029938,1,10,,,,
cc7acf5a-5981-406c-9e5c-a853c4430a91,11014818,BATEY MAGDALENA,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,SAN RAFAEL DEL YUMA,GATO,BATEY MAGDALENA,BATEY MA BATEY MAGDALENA,18.494594544959856,-68.790260553359985,2,301,229,,,
9be89db2-f223-495b-91a8-d2e8c2527571,15005819,BATEY MAGUACA,13-MONTE CRISTI,1301-MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,MONTE CRISTI,LAS AGUAS,BATEY MAGUACA,BATEY MA BATEY MAGUACA,19.758901162330787,-71.611520648002625,1,7,26,,,
2ec33aee-1e2e-44b5-a4e4-589df5475cd5,11015511,BATEY MARAGUA,12-HIGUEY,1202-SAN RAFAEL DEL YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,SAN RAFAEL DEL YUMA,LA PI�ITA,BATEY MARAGUA,BATEY MA BATEY MARAGUA,18.488067000000001,-68.622459000000006,1,41,38,,,
5d5f1d4d-dbee-4010-90b9-c7dc8beac808,23020913,BATEY MARGARITA,05-SAN PEDRO DE MACORIS,0506-CONSUELO,SAN PEDRO DE MACORIS,CONSUELO,CONSUELO,ALEJANDRO BASS,BATEY MARGARITA,BATEY MA BATEY MARGARITA,18.575067899627182,-69.218126535415649,1,23,47,,,
d21265b4-3412-49a5-925b-3c0e14522a0b,23008713,BATEY MIGUELCHO,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,BOCA DEL SOCO,MIGUELUCHO,MIGUELUC BATEY MIGUELCHO,18.462462279076497,-69.249433279037476,1,115,104,,,
b974d74e-1abd-4a32-8061-a4b0a6b3a4aa,12012014,BATEY MILAGROSA,05-SAN PEDRO DE MACORIS,0503-LA ROMANA,LA ROMANA,GUAYMATE,GUAYMATE,SABANA,BATEY LA MILAGROSA,BATEY LA BATEY MILAGROSA,18.560976865595787,-68.916048109531403,1,34,126,,,
044181a4-6f4e-481a-8283-b55bfeb4452e,23028212,BATEY NEGRO,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,RAM�N SANTANA,RAM�N SANTANA,JAGUAL,BATEY NEGRO,BATEY NE BATEY NEGRO,18.410520503401003,-69.114145338535309,1,24,,,,
83bf5aa5-0d8b-421a-a5dd-e5fd5945611f,12012316,BATEY NIGUA,05-SAN PEDRO DE MACORIS,0503-LA ROMANA,LA ROMANA,GUAYMATE,GUAYMATE,SABANA,BATEY NIGUA,BATEY NI BATEY NIGUA,18.558062912177562,-68.952488601207733,1,43,27,,,
aaec0ec7-acac-4238-9f0e-ad9c2eebbb35,23014219,BATEY NUEVO,05-SAN PEDRO DE MACORIS,0507-SAN JOSE DE LOS LLANOS,SAN PEDRO DE MACORIS,LOS LLANOS,LOS LLANOS,LOS J�BAROS,BATEY NUEVO,BATEY NU BATEY NUEVO,18.711961195758128,-69.472354352474213,1,10,12,,,
41dd3b73-f80f-4878-9511-417a0692ec04,23009010,BATEY OLIVARIS,05-SAN PEDRO DE MACORIS,0501-SAN PEDRO DE MACORIS ESTE,SAN PEDRO DE MACORIS,SAN PEDRO DE MACOR�S,SAN PEDRO DE MACOR�S,BOCA DEL SOCO,BATEY OLIVARES,BATEY OL BATEY OLIVARIS,18.496306434753958,-69.211927950382233,1,18,13,,,
f7b4a76c-90a6-43e8-94e1-c54ee492b983,12010910,BATEY PALO BLANCO,05-SAN PEDRO DE MACORIS,0503-LA ROMANA,LA ROMANA,GUAYMATE,GUAYMATE,HIG�ERAL,BATEY PALO BLANCO,BATEY PA BATEY PALO BLANCO,18.522219252160127,-69.015555381774902,1,130,180,,,
e45d2e5d-946e-45cb-a407-3e8e8be19a09,23012813,BATEY PALOMA,05-SAN PEDRO DE MACORIS,0507-SAN JOSE DE LOS LLANOS,SAN PEDRO DE MACORIS,LOS LLANOS,LOS LLANOS,EL GUAYABAL,BATEY PALOMA,BATEY PA BATEY PALOMA,18.556951731845093,-69.486835598945618,2,260,134,,,
01e58986-f290-4077-9778-5cc83bc35fad,12011519,BATEY PELIGRO - EDUARDO COTES,05-SAN PEDRO DE MACORIS,0503-LA ROMANA,LA ROMANA,GUAYMATE,GUAYMATE,HIG�ERAL,BATEY PELIGRO,BATEY PE BATEY PELIGRO - EDUARDO COTES,18.644783818943473,-68.967559933662415,1,54,31,,,
